Hospital Name,District,Address,Phone No,Mail-ID,Scheme,Speciality

Akshay Global Hospital,Chitradurga,"Akshay Global Hospital
Chellakere Road Opp To
Sri Ram Kalyana Mantapa
Chitradurga",9845200810,"sujayakshu
@yahoo.in","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,ENT,ORTHO
PAEDICS,UROLOGY"

"SS NARAYANA HEART
CENTRE",Davanagere,"S S Narayana
Hrudayalaya Ssims
Jnanashanakar Post Box
No 1 Nh 4 Bypass
Davanagere 577005",8192266055,"samcossnhd
vg@gmail.c
om","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini,Rashtriy
a Bal Swasthya
Karyakram","CARDIOLOGY,CARDIOTHOR
ACIC
SURGERY,CARDIOVASCULA
R SURGERY"

Gurushree Hospital,Davanagere,"Gurushree Hospital  180
3Rd Main Road8Th
CrossP J Extn
Davanagere 577002",8553824014,"gurushreeho
spitaldvg@g
mail.com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,ENT,ORTHO
PAEDICS,UROLOGY,COVID"

Suchethana Hospital,Davanagere,"Suchethana Hospital  P J
Extension  Davanagere
577002",9742733116,"suchethana.
hospital@g
mail.com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","OBSTETRICS AND
GYNAECOLOGY,COVID"

"S S Institute Of Medical
Sciences",Davanagere,"S S Institute Of Medical
Sciences  Jnanashankara
Nh 4 Bypass Pb Road
Davanagere 577005",8192266000,"ssimsrcedp
@gmail.co
m","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini,Rashtriy
a Bal Swasthya
Karyakram","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,BURNS,CAR
DIOTHORACIC
SURGERY,DENTAL AND
ORAL AND
MAXILLOFACIAL
SURGERY,ENT,GENERAL
MEDICINE,NEONATAL AND
PAEDIATRICS,NEUROSURGE
RY,OPHTHALMOLOGY,ORT
HOPAEDICS,POLYTRAUMA,
UROLOGY,COVID,Accident
Victims,Acid Attack Victims"

"Susruta Eye Clinic And
Laser Centre",Davanagere,"Susruta Eye Clinic And
Laser Centre 212 1A3Rd
Main RoadP J Extension
Davanagere 577002",8192250675,"jyothimnadi
ger@gmail.
com","Ayushman Bharat -
Arogya Karnataka",OPHTHALMOLOGY

"S S Institute Of Medical
Sciences",Davanagere,"S S Institute Of Medical
Sciences  Jnanashankara
Nh 4 Bypass Pb Road
Davanagere 577005",8192266000,"ssimsrcedp
@gmail.co
m","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini,Rashtriy
a Bal Swasthya
Karyakram","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,BURNS,CAR
DIOTHORACIC
SURGERY,DENTAL AND
ORAL AND
MAXILLOFACIAL
SURGERY,ENT,GENERAL
MEDICINE,NEONATAL AND
PAEDIATRICS,NEUROSURGE
RY,OPHTHALMOLOGY,ORT
HOPAEDICS,POLYTRAUMA,
UROLOGY,COVID,Accident
Victims,Acid Attack Victims"

"Susruta Eye Clinic And
Laser Centre",Davanagere,"Susruta Eye Clinic And
Laser Centre 212 1A3Rd
Main RoadP J Extension
Davanagere 577002",8192250675,"jyothimnadi
ger@gmail.
com","Ayushman Bharat -
Arogya Karnataka",OPHTHALMOLOGY

"Bapuji Child Health
Institute and Research
Centre",Davanagere,"Bapuji Child Health
Institute And Research
Centre Bapuji Hospital
Road Opd Block
Davangere 577004",8192250350,"bapujichi@
gmail.com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","ENT,GENERAL
MEDICINE,NEONATAL AND
PAEDIATRICS"

"Aaraike Super Specility
Hospital",Davanagere,"1683 1 Near Stadium
Hadadi Road Davanagere
577002",8192233446,"aaraikehealt
hcare2016@
gmail.com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,ENT,GENER
AL
MEDICINE,NEUROSURGERY,
ORTHOPAEDICS,UROLOGY,
COVID"

Davangere Netralaya,Davanagere,"2708 4 5 Mcc B Block
Beside Gundi
Mahadevappa Choultry
Davangere",9164313418,"davangerene
tralaya@gm
ail.com","Ayushman Bharat -
Arogya Karnataka",OPHTHALMOLOGY

"Bapuji Child Health
Institute and Research
Centre",Davanagere,"Bapuji Child Health
Institute And Research
Centre Bapuji Hospital
Road Opd Block
Davangere 577004",8192250350,"bapujichi@
gmail.com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","ENT,GENERAL
MEDICINE,NEONATAL AND
PAEDIATRICS"

"Aaraike Super Specility
Hospital",Davanagere,"1683 1 Near Stadium
Hadadi Road Davanagere
577002",8192233446,"aaraikehealt
hcare2016@
gmail.com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,ENT,GENER
AL
MEDICINE,NEUROSURGERY,
ORTHOPAEDICS,UROLOGY,
COVID"

Davangere Netralaya,Davanagere,"2708 4 5 Mcc B Block
Beside Gundi
Mahadevappa Choultry
Davangere",9164313418,"davangerene
tralaya@gm
ail.com","Ayushman Bharat -
Arogya Karnataka",OPHTHALMOLOGY

"Nayana Super Speciality
Eye Hospital And
Research",Davanagere,"1 St Main Mcc B Block
Dental And Oral And
Maxillofacial
SurgeryCollege Road
Davanagere",7022080570,"cganganago
uda@gmail.
com","Ayushman Bharat -
Arogya Karnataka",OPHTHALMOLOGY

Mahesh Nursing Home,"Vijayanagar
a","Mahesh Nursing Home
Kottur Road
Harapanahalli Tq Bellary
Dist 583131",8398281348,"maheshsn20
11@gmail.c
om","Ayushman Bharat -
Arogya Karnataka",

Sanjeevini hospital,Davanagere,"Sic Sid S Nijalingappa
Layout Near Ring Road
Davangere 577004",8192222274,"sanjeeviniho
spitaldvg@g
mail.com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,ENT,GENER
AL MEDICINE,NEONATAL
AND
PAEDIATRICS,NEUROSURGE
RY,OPHTHALMOLOGY,ORT
HOPAEDICS,UROLOGY,COVI
D"

"Nayana Super Speciality
Eye Hospital And
Research",Davanagere,"1 St Main Mcc B Block
Dental And Oral And
Maxillofacial
SurgeryCollege Road
Davanagere",7022080570,"cganganago
uda@gmail.
com","Ayushman Bharat -
Arogya Karnataka",OPHTHALMOLOGY

Mahesh Nursing Home,"Vijayanagar
a","Mahesh Nursing Home
Kottur Road
Harapanahalli Tq Bellary
Dist 583131",8398281348,"maheshsn20
11@gmail.c
om","Ayushman Bharat -
Arogya Karnataka",

Sanjeevini hospital,Davanagere,"Sic Sid S Nijalingappa
Layout Near Ring Road
Davangere 577004",8192222274,"sanjeeviniho
spitaldvg@g
mail.com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,ENT,GENER
AL MEDICINE,NEONATAL
AND
PAEDIATRICS,NEUROSURGE
RY,OPHTHALMOLOGY,ORT
HOPAEDICS,UROLOGY,COVI
D"

"Kadali Niggamma
Memorial Hospital",Davanagere,"Kadli ningamma
memorial hospital Mcc B
Block 2main B Block
Davanagere",9449835764,"kadliningam
ma@gmail.
com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,GENERAL
MEDICINE,NEONATAL AND
PAEDIATRICS,ORTHOPAEDI
CS,UROLOGY"

"R L Jalappa Narayana
Hrudayalaya Heart Centre",Kolar,"R L Jalappa Narayana
Hrudayalaya Heart Centre
Tamaka Kolar 563101",8152243262,"lokesh.n@n
hhospitals.o
rg","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","CARDIOLOGY,CARDIOTHOR
ACIC
SURGERY,CARDIOVASCULA
R SURGERY"

"Poornima Hospital And
Maternity Centre",Kolar,"Poornima Hospital And
Maternity Centre Near
Govt Bus Stand Mulbagal
563131",9986311843,"vijaysnindia
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,ORTHOPAE
DICS"

"Kadali Niggamma
Memorial Hospital",Davanagere,"Kadli ningamma
memorial hospital Mcc B
Block 2main B Block
Davanagere",9449835764,"kadliningam
ma@gmail.
com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,GENERAL
MEDICINE,NEONATAL AND
PAEDIATRICS,ORTHOPAEDI
CS,UROLOGY"

"R L Jalappa Narayana
Hrudayalaya Heart Centre",Kolar,"R L Jalappa Narayana
Hrudayalaya Heart Centre
Tamaka Kolar 563101",8152243262,"lokesh.n@n
hhospitals.o
rg","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","CARDIOLOGY,CARDIOTHOR
ACIC
SURGERY,CARDIOVASCULA
R SURGERY"

"Poornima Hospital And
Maternity Centre",Kolar,"Poornima Hospital And
Maternity Centre Near
Govt Bus Stand Mulbagal
563131",9986311843,"vijaysnindia
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,ORTHOPAE
DICS"

"R L Jalappa Hospital And
Research Centre",Kolar,"R L Jalappa Hospital And
Research Centre Nh 75
Tamaka Kolar 563103",9480849819,"samcorljkol
ar@gmail.c
om","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,BURNS,DEN
TAL AND ORAL AND
MAXILLOFACIAL
SURGERY,ENT,GENERAL
MEDICINE,MEDICAL
ONCOLOGY,NEONATAL
AND
PAEDIATRICS,NEUROSURGE
RY,OPHTHALMOLOGY,ORT
HOPAEDICS,POLYTRAUMA,
RADIATION
ONCOLOGY,SURGICAL
ONCOLOGY,UROLOGY,COVI
D,TKR and THR,RIRS
procedure"

"R L Jalappa Hospital And
Research Centre",Kolar,"R L Jalappa Hospital And
Research Centre Nh 75
Tamaka Kolar 563103",9480849819,"samcorljkol
ar@gmail.c
om","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,BURNS,DEN
TAL AND ORAL AND
MAXILLOFACIAL
SURGERY,ENT,GENERAL
MEDICINE,MEDICAL
ONCOLOGY,NEONATAL
AND
PAEDIATRICS,NEUROSURGE
RY,OPHTHALMOLOGY,ORT
HOPAEDICS,POLYTRAUMA,
RADIATION
ONCOLOGY,SURGICAL
ONCOLOGY,UROLOGY,COVI
D,TKR and THR,RIRS
procedure"

"Surya Eye And Skin Care
Hospital",Kolar,"36 D K Halli Plantation
Beml Nagar Kolar Gold
Feilds",9880664433,"suryaeyeand
skin18@gm
ail.com","Ayushman Bharat -
Arogya Karnataka",OPHTHALMOLOGY

"Sambhram Institute of
Medical Science and
Research",Kolar,"36 D K Halli Plantation
Beml Nagar Kolar Gold
Feilds",9482996708,"aaratispatil
@gmail.co
m","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,ENT,GENER
AL MEDICINE,NEONATAL
AND
PAEDIATRICS,OPHTHALMO
LOGY,ORTHOPAEDICS,COVI
D"

Belaku Eye Hospital,Bengaluru,"Belaku Eye Hospital 769
1St Cross Ring Road
Kengeri Upanagara
Bangalore South 560060",8232400502,"belakueyeho
spital@gmai
l.com","Ayushman Bharat -
Arogya Karnataka",OPHTHALMOLOGY

"Surya Eye And Skin Care
Hospital",Kolar,"36 D K Halli Plantation
Beml Nagar Kolar Gold
Feilds",9880664433,"suryaeyeand
skin18@gm
ail.com","Ayushman Bharat -
Arogya Karnataka",OPHTHALMOLOGY

"Sambhram Institute of
Medical Science and
Research",Kolar,"36 D K Halli Plantation
Beml Nagar Kolar Gold
Feilds",9482996708,"aaratispatil
@gmail.co
m","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,ENT,GENER
AL MEDICINE,NEONATAL
AND
PAEDIATRICS,OPHTHALMO
LOGY,ORTHOPAEDICS,COVI
D"

Belaku Eye Hospital,Bengaluru,"Belaku Eye Hospital 769
1St Cross Ring Road
Kengeri Upanagara
Bangalore South 560060",8232400502,"belakueyeho
spital@gmai
l.com","Ayushman Bharat -
Arogya Karnataka",OPHTHALMOLOGY

"Malnad Institute Of
Oncology",Shivamogga,"Malnad Institute Of
Oncology  9 Th Mile
Stone B H Road Opp
Bidare Bus Stop Nidige
Post Shimoga 577222",8182246800,"mhio.hcg@
gmail.com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","MEDICAL
ONCOLOGY,RADIATION
ONCOLOGY,SURGICAL
ONCOLOGY"

"Sahyadri Narayana
Multispecialty Hospital",Shivamogga,"Sahyadri Narayana
Multispecialty Hospital
New Thirthahalli Road
Harakere Shimoga 577202",8182221588,"claims.shim
oga@naraya
nahealth.org","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","CARDIOLOGY,CARDIOTHOR
ACIC
SURGERY,CARDIOVASCULA
R SURGERY,MEDICAL
ONCOLOGY,NEUROSURGER
Y,RADIATION
ONCOLOGY,SURGICAL
ONCOLOGY,UROLOGY,COVI
D,RIRS procedure"

"Malnad Institute Of
Oncology",Shivamogga,"Malnad Institute Of
Oncology  9 Th Mile
Stone B H Road Opp
Bidare Bus Stop Nidige
Post Shimoga 577222",8182246800,"mhio.hcg@
gmail.com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","MEDICAL
ONCOLOGY,RADIATION
ONCOLOGY,SURGICAL
ONCOLOGY"

"Sahyadri Narayana
Multispecialty Hospital",Shivamogga,"Sahyadri Narayana
Multispecialty Hospital
New Thirthahalli Road
Harakere Shimoga 577202",8182221588,"claims.shim
oga@naraya
nahealth.org","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","CARDIOLOGY,CARDIOTHOR
ACIC
SURGERY,CARDIOVASCULA
R SURGERY,MEDICAL
ONCOLOGY,NEUROSURGER
Y,RADIATION
ONCOLOGY,SURGICAL
ONCOLOGY,UROLOGY,COVI
D,RIRS procedure"

"Skkmt Sankara Eye
Hospital",Shivamogga,"Skkmt Sankara Eye
Hospital Harakere
Thirthahalli Road
Shimoga 577202",9880277122,"tpadesk.sme
@sankaraey
e.com","Ayushman Bharat -
Arogya
Karnataka,Rashtriy
a Bal Swasthya
Karyakram",OPHTHALMOLOGY

Bhadra Nursing Home,Shivamogga,"Bhadra Nursing Home
Gandhi Nagar  Old Town
Gandhinagar Bhadravathi
577301",8282266483,"bhadra_nurs
ing@yahoo.
com","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,ENT,GENERAL
MEDICINE,NEONATAL AND
PAEDIATRICS,ORTHOPAEDI
CS,UROLOGY"

"Malnad Ent Institute
Research Centre",Shivamogga,"Malnad Ent Institute
Research Centre  1St
Cross Behind Metro
Hospital Shimoga 577201",8182226947,"sriside@yah
oo.com","Ayushman Bharat -
Arogya Karnataka","GENERAL SURGERY,ENT"

"Skkmt Sankara Eye
Hospital",Shivamogga,"Skkmt Sankara Eye
Hospital Harakere
Thirthahalli Road
Shimoga 577202",9880277122,"tpadesk.sme
@sankaraey
e.com","Ayushman Bharat -
Arogya
Karnataka,Rashtriy
a Bal Swasthya
Karyakram",OPHTHALMOLOGY

Bhadra Nursing Home,Shivamogga,"Bhadra Nursing Home
Gandhi Nagar  Old Town
Gandhinagar Bhadravathi
577301",8282266483,"bhadra_nurs
ing@yahoo.
com","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,ENT,GENERAL
MEDICINE,NEONATAL AND
PAEDIATRICS,ORTHOPAEDI
CS,UROLOGY"

"Malnad Ent Institute
Research Centre",Shivamogga,"Malnad Ent Institute
Research Centre  1St
Cross Behind Metro
Hospital Shimoga 577201",8182226947,"sriside@yah
oo.com","Ayushman Bharat -
Arogya Karnataka","GENERAL SURGERY,ENT"

Nanjappa Life Care,Shivamogga,"Nanjappa Life Care 5619
Gadikoppa Sagar Road
Shimoga 577205",7760011127,"robinij@nan
jappahospita
ls.com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","CARDIOLOGY,CARDIOTHOR
ACIC
SURGERY,CARDIOVASCULA
R SURGERY,MEDICAL
ONCOLOGY,NEONATAL
AND
PAEDIATRICS,NEUROSURGE
RY,RADIATION
ONCOLOGY,SURGICAL
ONCOLOGY"

Anuradha Nursing Home,Shivamogga,"Anuradha Nursing Home
Soppugudde Raghavendra
Extension Thirthahalli
577432",8181228238,"anuradhanh
ome@gmail
.com","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,ENT,GENER
AL
MEDICINE,OPHTHALMOLOG
Y"

Sarji Hospital,Shivamogga,"Plot No 11 Ward 21 Rmr
Road Park Extension
Shimoga 577201",8182405505,"purushotha
ma.sarji@g
mail.com","Ayushman Bharat -
Arogya Karnataka","OBSTETRICS AND
GYNAECOLOGY,NEONATAL
AND PAEDIATRICS"

Nanjappa Life Care,Shivamogga,"Nanjappa Life Care 5619
Gadikoppa Sagar Road
Shimoga 577205",7760011127,"robinij@nan
jappahospita
ls.com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","CARDIOLOGY,CARDIOTHOR
ACIC
SURGERY,CARDIOVASCULA
R SURGERY,MEDICAL
ONCOLOGY,NEONATAL
AND
PAEDIATRICS,NEUROSURGE
RY,RADIATION
ONCOLOGY,SURGICAL
ONCOLOGY"

Anuradha Nursing Home,Shivamogga,"Anuradha Nursing Home
Soppugudde Raghavendra
Extension Thirthahalli
577432",8181228238,"anuradhanh
ome@gmail
.com","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,ENT,GENER
AL
MEDICINE,OPHTHALMOLOG
Y"

Sarji Hospital,Shivamogga,"Plot No 11 Ward 21 Rmr
Road Park Extension
Shimoga 577201",8182405505,"purushotha
ma.sarji@g
mail.com","Ayushman Bharat -
Arogya Karnataka","OBSTETRICS AND
GYNAECOLOGY,NEONATAL
AND PAEDIATRICS"

Metrounited Healthcare,Shivamogga,"Shivamurthy Circle
Savalanga Road
Shimogga",8182270001,"healthinsura
ncemetro@
gmail.com","Ayushman Bharat -
Arogya Karnataka","CARDIOLOGY,CARDIOTHOR
ACIC
SURGERY,NEUROSURGERY,
UROLOGY,COVID"

"Ravi Polyclinic Maternity
And Nursing Home",Shivamogga,"Ravi Polyclinic Maternity
And Nursing Home  L L
R Road Durgigudi
Shivamogga 577201",8182223773,"ravipolyclin
ic@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,GENERAL
MEDICINE"

Metrounited Healthcare,Shivamogga,"Shivamurthy Circle
Savalanga Road
Shimogga",8182270001,"healthinsura
ncemetro@
gmail.com","Ayushman Bharat -
Arogya Karnataka","CARDIOLOGY,CARDIOTHOR
ACIC
SURGERY,NEUROSURGERY,
UROLOGY,COVID"

"Ravi Polyclinic Maternity
And Nursing Home",Shivamogga,"Ravi Polyclinic Maternity
And Nursing Home  L L
R Road Durgigudi
Shivamogga 577201",8182223773,"ravipolyclin
ic@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,GENERAL
MEDICINE"

Kaushal Dental Care,Tumakuru,"Kaushal Dental Care Opp
To Dominos Pizza Hut
BatawadiTumkur 572103",9986075079,"manjunathp
alanetra@g
mail.com","Ayushman Bharat -
Arogya Karnataka","DENTAL AND ORAL AND
MAXILLOFACIAL SURGERY"

"Sakshya Eye Care And
Dental Hospital",Tumakuru,"Sakshya Eye Care And
Dental Hospital  Nanjapp
Complex Opp Apmc Yard
Huliyar 572218",8133256070,"sakshyaeyec
are@gmail.
com","Ayushman Bharat -
Arogya Karnataka","DENTAL AND ORAL AND
MAXILLOFACIAL
SURGERY,OPHTHALMOLOG
Y"

Swathi Hospital,Tumakuru,"Swathi Hospital Gandhi
Nagar  Near Canara Bank
Road Sira 572137",8135276212,"swathihospit
alsira@gmai
l.com","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,GENERAL
MEDICINE,ORTHOPAEDICS,
UROLOGY"

"Sri Sai Nethralaya And
Dental Care",Tumakuru,"1St Cross Ramajoyish
NagarOpp Sbi Bank
Kunigal Road Tumkur",9448672882,"kavithasures
h64@gmail.
com","Ayushman Bharat -
Arogya Karnataka","DENTAL AND ORAL AND
MAXILLOFACIAL
SURGERY,OPHTHALMOLOG
Y"

Kaushal Dental Care,Tumakuru,"Kaushal Dental Care Opp
To Dominos Pizza Hut
BatawadiTumkur 572103",9986075079,"manjunathp
alanetra@g
mail.com","Ayushman Bharat -
Arogya Karnataka","DENTAL AND ORAL AND
MAXILLOFACIAL SURGERY"

"Sakshya Eye Care And
Dental Hospital",Tumakuru,"Sakshya Eye Care And
Dental Hospital  Nanjapp
Complex Opp Apmc Yard
Huliyar 572218",8133256070,"sakshyaeyec
are@gmail.
com","Ayushman Bharat -
Arogya Karnataka","DENTAL AND ORAL AND
MAXILLOFACIAL
SURGERY,OPHTHALMOLOG
Y"

Swathi Hospital,Tumakuru,"Swathi Hospital Gandhi
Nagar  Near Canara Bank
Road Sira 572137",8135276212,"swathihospit
alsira@gmai
l.com","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,GENERAL
MEDICINE,ORTHOPAEDICS,
UROLOGY"

"Sri Sai Nethralaya And
Dental Care",Tumakuru,"1St Cross Ramajoyish
NagarOpp Sbi Bank
Kunigal Road Tumkur",9448672882,"kavithasures
h64@gmail.
com","Ayushman Bharat -
Arogya Karnataka","DENTAL AND ORAL AND
MAXILLOFACIAL
SURGERY,OPHTHALMOLOG
Y"

"Chiranjeevi Nursing
Home",Tumakuru,"Chiranjeevi Nursing
Home  B H Road Tiptur
572201",8134251289,"cnh572201
@yahoo.in","Ayushman Bharat -
Arogya
Karnataka,Hutti
Suvarna Arogya
Yojane","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,ENT,GENER
AL
MEDICINE,OPHTHALMOLOG
Y,ORTHOPAEDICS,UROLOG
Y"

"Ganadal Ent And Dental
Hospital",Tumakuru,"Ganadal Ent And Dental
Hospital 3Rd Cross Puram
Tumkur 572102",8162271225,"munish_ent
@yahoo.co
m","Ayushman Bharat -
Arogya Karnataka","GENERAL SURGERY,ENT"

Hemavathi Hospital,Tumakuru,"Northeen Extension
Hassan",9448133442,"hemalathahr
gowda@yah
oo.com","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,NEUROSURGERY,
ORTHOPAEDICS,POLYTRAU
MA,UROLOGY"

"Mm Multispeciality
Hospital",Tumakuru,"Mm Multispeciality
Hospital Krs Agrahara Bm
Road Kunigal 572130",8132220033,"m.m.hospita
l12@gmail.
com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,ENT,OPHTH
ALMOLOGY,ORTHOPAEDICS
,UROLOGY"

"Chiranjeevi Nursing
Home",Tumakuru,"Chiranjeevi Nursing
Home  B H Road Tiptur
572201",8134251289,"cnh572201
@yahoo.in","Ayushman Bharat -
Arogya
Karnataka,Hutti
Suvarna Arogya
Yojane","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,ENT,GENER
AL
MEDICINE,OPHTHALMOLOG
Y,ORTHOPAEDICS,UROLOG
Y"

"Ganadal Ent And Dental
Hospital",Tumakuru,"Ganadal Ent And Dental
Hospital 3Rd Cross Puram
Tumkur 572102",8162271225,"munish_ent
@yahoo.co
m","Ayushman Bharat -
Arogya Karnataka","GENERAL SURGERY,ENT"

Hemavathi Hospital,Tumakuru,"Northeen Extension
Hassan",9448133442,"hemalathahr
gowda@yah
oo.com","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,NEUROSURGERY,
ORTHOPAEDICS,POLYTRAU
MA,UROLOGY"

"Mm Multispeciality
Hospital",Tumakuru,"Mm Multispeciality
Hospital Krs Agrahara Bm
Road Kunigal 572130",8132220033,"m.m.hospita
l12@gmail.
com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,ENT,OPHTH
ALMOLOGY,ORTHOPAEDICS
,UROLOGY"

Shri Vijaya Nursing Home,Tumakuru,"Shri Vijaya Nursing Home
Near Aralikatte B H Road
Tiptur 572201",8134250267,"dr.tharadevi
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,NEONATAL
AND PAEDIATRICS"

Spandana Nursing Home,Tumakuru,"Spandana Nursing Home
Dr Rajkumar Road
Huliyar
Chikkanayakanahalli
572218",8133257111,"dr.khn18271
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,GENERAL
MEDICINE,NEONATAL AND
PAEDIATRICS,ORTHOPAEDI
CS"

"Swami Vivekananda
Integrated Rural Health
Centre",Tumakuru,"Swami Vivekananda
Integrated Rural Health
CentreShree Sharadadevi
Eye Hospital Swami
Vivekananda Nagara
Pavagada  Tumkur
561202",8136244030,"swajapa@ya
hoo.com","Ayushman Bharat -
Arogya Karnataka","ENT,OPHTHALMOLOGY"

Shri Vijaya Nursing Home,Tumakuru,"Shri Vijaya Nursing Home
Near Aralikatte B H Road
Tiptur 572201",8134250267,"dr.tharadevi
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,NEONATAL
AND PAEDIATRICS"

Spandana Nursing Home,Tumakuru,"Spandana Nursing Home
Dr Rajkumar Road
Huliyar
Chikkanayakanahalli
572218",8133257111,"dr.khn18271
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,GENERAL
MEDICINE,NEONATAL AND
PAEDIATRICS,ORTHOPAEDI
CS"

"Swami Vivekananda
Integrated Rural Health
Centre",Tumakuru,"Swami Vivekananda
Integrated Rural Health
CentreShree Sharadadevi
Eye Hospital Swami
Vivekananda Nagara
Pavagada  Tumkur
561202",8136244030,"swajapa@ya
hoo.com","Ayushman Bharat -
Arogya Karnataka","ENT,OPHTHALMOLOGY"

Kumar hospital,Tumakuru,"Kumar Hospital Mst Road
Tiptur",8134253176,"mstiptur@y
ahoo.co.in","Ayushman Bharat -
Arogya
Karnataka,Hutti
Suvarna Arogya
Yojane","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,ORTHOPAE
